number,directory_num,language_num,file_type,has_test,has_feature,has_bug,has_document,has_improve,has_refactor,subject_length,subject_readability,message_length,message_readability,lines_added,lines_deleted,segs_added,segs_deleted,segs_updated,files_added,files_deleted,files_updated,modify_proportion,modify_entropy,test_churn,non_test_churn,reviewer_num,bot_reviewer_num,has_reviewed,comment_num,comment_length,last_comment_mention,merged,time_to_close
103,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.366412213740458,0.1547818591063646,0.005296356426157,0.0409326477419093,0.0002675227394328,0.0001204601578028,0.0009794319294809,0.0014669926650366,0.0012233912405187,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,0.0005635549043365,0.0,0.0,0,0.0,0.0,0,1,319.0
105,0.0,0.0,0.0,0,0,1,0,0,0,0.366412213740458,0.1410851970691058,0.0036462353285604,0.0865204206853886,1.5736631731344224e-05,3.011503945070168e-05,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,2.817774521682775e-05,0.0,0.0,0,0.0,0.0,0,1,571.0
106,0.0032756200280767,0.0,0.0344827586206896,0,0,0,0,0,0,0.6183206106870228,0.2434270389349169,0.0090490511803688,0.0486303384347014,0.0001731029490447,0.0006324158284647,0.004407443682664,0.0039119804400977,0.0041595302177636,0.0,0.0,0.0069930069930069,0.014128498790209,0.9974986815162846,0.0,0.0011552875538899,0.0,0.0,0,0.0,0.0,0,1,8441.0
107,0.0,0.0,0.0,0,0,0,0,0,0,0.3587786259541984,0.2412240793065466,0.003539775902909,0.0357095769819778,1.5736631731344224e-05,3.011503945070168e-05,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,2.817774521682775e-05,0.037037037037037,0.0,1,0.0333333333333333,0.00020216157375,0,1,155.0
109,0.0,0.0,0.0,0,0,0,0,0,0,0.3206106870229007,0.1694363296776974,0.0110983951241583,0.0409326477419093,1.5736631731344224e-05,3.011503945070168e-05,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,2.817774521682775e-05,0.0,0.0,0,0.0,0.0,0,1,86278.0
110,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.1755725190839694,0.3209137493415066,0.0028744044925877,0.2797233293779982,1.5736631731344224e-05,3.011503945070168e-05,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,2.817774521682775e-05,0.0,0.0,0,0.0,0.0,0,1,264.0
112,0.00421151146467,0.0,0.0,1,0,0,0,0,0,0.3129770992366412,0.1372539629328097,0.0015436616719452,0.0342694293161327,0.0003619425298209,3.011503945070168e-05,0.0014691478942213,0.0004889975550122,0.0009787129924149,0.0,0.0,0.0069930069930069,0.0185447918771143,0.997464995053537,0.0,0.000648088139987,0.037037037037037,0.0,1,0.0333333333333333,0.0006220356115387,0,1,568528.0
120,0.0079550772110435,0.0,0.0,1,0,0,0,0,0,0.1450381679389313,0.178343949044586,0.0003193782769541,0.0208922830397257,0.0002989960028955,0.0021381678009998,0.0063663075416258,0.0102689486552567,0.0083190604355272,0.0,0.0,0.0116550116550116,0.0185447918771143,0.9974896808878736,0.0,0.0025078193242976,0.1111111111111111,0.0,1,0.1333333333333333,0.0100458751263509,0,1,573948.0
123,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.282442748091603,0.1270054116182175,0.0,0.0284074198030445,6.29465269253769e-05,0.0,0.0004897159647404,0.0,0.0002446782481037,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,8.453323565048324e-05,0.0,0.0,0,0.0,0.0,0,1,332175.0
124,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.3969465648854962,0.1570327091614386,0.0056955792723498,0.0353951785478849,1.5736631731344224e-05,3.011503945070168e-05,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,2.817774521682775e-05,0.0,0.0,0,0.0,0.0,0,1,138079.0
